,Text_Name,Text,Genre,Sentiment
 这也就是咱们大伙在听到一首音乐之后
 会放松高兴的原因了
 其实同样的道理
 音乐电针疗法里边的音乐
 就是这样来稳定人体脏腹的震动的频率
 平复人体情绪的时候呢
 那这种状态就容易让
 电针的电流刺激人体的血威
 达到更好的治疗效果
 这就像呢
 咱们大伙去按摩店按摩一样
 你说咱们去按摩店
 让别人来按摩
 那平静放松的状态和激动紧张的状态下
 哪个按摩效果好呢
 自然是平静放松的状态了对吧
 说完了音乐
 那我们再来讲电针
 这个电针的电
 可是咱们平时家用的225的直流电
 而是一种呢
 会时刻变化的电
 专业的名字叫做卖充电
 卖就是咱们人体经脉的卖
 充呢就是冲动的充
 卖充就是短时间突然发生变化
 但又呢迅速消失的一种现象
 待会可以这样理解
 咱们手上的脉搏是不是会一下一下的跳动
 那其实脉搏每次跳动就是一次卖充
 咱们大伙呢可以把手呢
 放到自己手臂最前端和手掌相连的那个
 凹进去的地方呢
 感受一下我们的脉搏呢
 是不是每一下跳动的时间很短
 然后消失再跳动另一下
 这就是卖充的特点
 那卖充电就是具备这种特征的电流
 我给大伙呢打个比方
 家里的灯泡用的是直流电
 就像是我们把水龙头呢一直打开
 水一直哗哗哗的流动
 没有中断变化的电流
 而音乐电针用的卖充电呢
 就像是咱们开一下关一下流出来的水
 是有明显间隔变化的电流
 水龙头呢
 开一下关一下所出现的卖充
 是由水龙头的不同的开关引起的
 而音乐电针里边的卖充电流呢
 其实就是由这首音乐的
 所发出的声波引起的
 音乐疗法里边的曲子节奏呢
 越快
 那电针的卖充电波呢就越密集
 电针震动的就越快
 音乐的节奏呢越慢
 调子呢越优雅
 那电针的卖充电波呢也就越稀疏
 电针震动的也就越慢
 其实也就是把声音的震动
 转化电波震动
 这和我们大伙用手机打电话呢是一个道理
 比如说咱们一个北京的朋友呢
 给我打电话
 是北京的朋友说话之后
 他呢手机先把他的声音啊
 转化成了电波
 这个电波才通过咱们的通信网络呢
 传到我的手机里
 我接通电话
 才能呢听到他说话
 一样的原理呢
 音乐电针里边的卖充电呢
 就是换着带动耳机里边放出的音乐声波震动转化
 耳机里边呢有音乐就有卖充电
 放的音乐节奏比较快
 那电针的震动也就快
 卖充电流对人体的刺激也就比较频繁
 那卖充电流对我们人体的作用到底有什么作用呢
 其实呢
 最主要作用就是畅通经络活血化瘀
 那这几个字呢
 给大伙单纯的讲
 我们很多朋友就不好理解
 感觉是似懂非懂的
 不过要是放到一种病里边
 大伙呢就应该能听明白了
 比如就拿肌肉萎缩来说吧
 提起肌肉萎缩
 相信大伙一定啊
 会想起一个熟悉的人就是霍金
 我们可能不知道霍金做的研究
 具体研究的细节
 但我们都知道霍金靠着自己坚强的意志
 与肌肉萎缩从二十岁啊
 一直抵抗到七十多岁的故事
 那到底什么是肌肉萎缩呢
 其实呢就是人体的肌肉营养
 输送吸收上发生了障碍
 从而导致肌肉纤维呢变细甚至消失
 肌肉呢变硬变小这样的情况
 因为我们人呢要长大
 那就得吃饭
 而人身上的肌肉呢
 要想长大呢
 变成腱子肉
 看起来是饱满元人的状态
 那也得吃饭
 只不过人体肌肉吃的饭啊
 不是呢
 来自于外界
 而是呢
 来自于人体把食物转化后的营养
 也就是经常给大伙说的水谷精微之气
 那大伙在想
 咱们水谷精微之气和人体的哪个脏
 联系最密切呢
 相信经常听节目的朋友呢
 都非常熟悉
 就是皮微
 我们经常呢
 说皮主运化
 运就是运输
 化就是转化
 就是把吃到肚子里的食物
 转化成水谷精微
 然后再运输到脏腑
 以及人体的各个肌肉组织
 这就像现代我们的好多开餐馆的人一样
 现在很多年轻人呢
 都喜欢叫外卖
 不喜欢的去饭店里吃饭
 餐馆把饭做好之后
 得通过外卖起手
 或者是餐馆的自己的配送
 这才能算是完整的卖出去一份饭
 其实这个过程呢
 也包括运和化
 餐馆把生的大米啊蔬菜
 做成的香喷闷的食物呢
 就是化
 而把做好的食物
 再进行外卖配送
 那就是运
 那要是在化上出了毛病
 咱们人就会经常的消化不良
 肚子胀
 因为吃的食物没有转化成人体可以吸收的营养
 要是在运上出了毛病
 就容易发生的肌肉萎缩
 因为食物转化的营养
 也就是水谷精微之气
 虽然转化好了
 但没呢
 印数到地方
 那肌肉呢
 就没饭吃
 或者吃不饱
 自然慢慢的就会萎缩
 其实肌肉萎缩呢
 理论大伙呢
 并不遥远
 引起肌肉萎缩的原因呢
 也非常的普遍
 像长期的营养不良
 导致肌肉没饭吃
 情绪压力过大
 鄙视健运
 或经常的宅在家里不爱运动
 导致的肌肉费用
 也会发生的肌肉萎缩的
 我给大伙呢
 举个具体的案例
 比如说经常卧床啊
 这样的病人
 那胳膊腿呢
 是越躺越细啊
 这就是因为肌肉运动量少
 导致的肌肉萎缩
 因为肌肉要想保持住原来的样子
 或者继续的长大
 那就得呢
 不断受到外界的刺激
 让肌肉呢
 经常的收缩
 这样呢
 肌肉才能把吃到肚子里的水果精微
 变成自己的养分
 但卧床的人呢
 一两年都不下床走动
 那自然
 胳膊和腿上的肌肉
 得不到收缩
 就慢慢的开始萎缩
 还有呢
 像来自于工作
 家庭等生活压力
 甚至一些低落的情绪
 也会导致肌肉萎缩的
 咱们经常说
 男人就是一家的顶梁柱
 当然
 现代社会咱们女人也能顶半边天
 但是要是一家子的重担过重
 人体长期处于低落的啊
 这样的情绪
 家里的顶梁柱呢
 吃饭呢
 凑合着吃
 睡觉又睡不好
 心里老想着事
 那就会加重啊
 皮的负担
 也就是给大伙刚刚讲到的
 皮尸健韵
 刚开始呢
 是身上没有礼器
 身体呢
 越来越瘦
 体重减轻
 还可能呢
 有这个颈椎啊
 造成的手麻和腰椎
 造成了腿麻的症状
 而咱们今天给大伙讲的音乐电针疗法呢
 就可以有效呢
 缓解肌肉的萎缩
 那靠的就是音乐和电针的配合
 首先呢
 音乐的声波震动也给大伙说了
 不同的声波具有不同的频率
 可以带着对应的脏腹同节奏的震动
 还能稳定患者的情绪
 所以在调理肌肉萎缩的时候呢
 应当放一些呢
 公音调子的音乐
 利用公音的频率
 带动脏腹同节奏的震动
 那就能带动脾胃的元迹
 快速流动
 这个时候
 再用电针的脉冲电流
 刺激人体的肌肉
 把肌肉这块淤积的元迹呢
 给它冲散开
 再加上此时呢
 音乐带动人体脾胃的活动
 脾胃的元气呢
 又快速流动
 从后面给一股冲力
 这样的话
 是不是就更加有利于我们疏通肌肉淤积的元气了
 这就像我们清理河道的淤泥一样
 我们光用工具挖就太费力了
 淤泥淤积在一起时间久了
 就变得非常硬
 挖起来不容易
 要是一边挖
 一边从上游慢慢放水
 来往下冲
 水流过来以后
 就会把淤泥变得松软
 首先呢会冲开一些
 这就像电针的脉冲电流刺激人体肌肉一样
 与此同时呢
 再用工具去挖掘
 就像脾胃本身加强对肌肉的滋养一样
 双管齐下
 就可以更快地解决问题
 然后呢
 在此音乐电针疗法的基础上
 咱们同时去健脾养胃
 改善自己的饮食习惯和节奏
 给肌肉呢提供充足的营养
 在身体整体状态好转以后
 再加上运动
 慢跑呀游泳呀都是可以的
 这样可以刺激肌肉收缩
 让肌肉有弹性
 那就能有效地呢
 来预防肌肉萎缩
 音乐电针疗法呢
 咱们今天就举了这么一个实际的应用案例
 可以应用在肌肉萎缩症状的患者身上
 当然了
 肌肉萎缩本身呢
 也有程度的区分
 有的人呢
 肌肉萎缩比较轻
 那健脾养胃呢
 使用五行健脾散组方
 或者七位早餐户组方的同时
 直接搭配上运动
 然后使用音乐电针疗法
 就能够呢
 加速他的康复
 但是如果肌肉萎缩比较严重啊
 那就没办法运动了
 可能患者呢
 这个时候就卧床不起了
 运动也无从弹起
 那这个时候呢
 首先是需要健脾养胃
 先内服呢
 然后用药物去把身体的基础修复一下
 然后根据身体情况呢
 看呢
 在合适的实际上
 音乐电针疗法
 毕竟这个疗法属于外部刺激
 外部刺激呢
 起作用的前提是
 身体里元气亏虚不太严重
 有一定的基础
 不然的话
 如果脾胃很虚弱
 元气本身就严重的不足
 那这个时候呢
 外部刺激可能反而还有坏处
 然后等到健脾养胃
 比较长的时间以后
 身体基础得到一定的修复
 再用上音乐电针疗法
 至于说运动
 那就等到患者能下床活动了再考虑
 好的
 关于音乐电针疗法
 我们呢
 结合原理以及具体的案例
 给大家说了
 那么咱们先举这么个例子啊
 以后其他方面的具体的应用方法
 还会给大家讲到
 感谢大家的收听
 我们下期节目再会
 本节目由郭亚宁出品
 喜马拉雅独家播出",健康,1.0
61,天文随心听｜讲述宇宙与人的故事- 好学蜗牛 - 科技.txt,"前几天罷评的消息要数天宫二号回家了
 那天宫二号是怎么回家的呢
 又去了哪里
 这个问题可不是那么简单
 今天我们就来说说这个事情
 在南太平洋的深处
 有一个僻硬的地方叫做泥墨点
 这泥呢
 就是泥土的泥去掉了三点水
 墨呢就是沙漠的墨也去掉三点水
 这个泥墨点距离最近的陆地也有将近2700公里
 不仅人际罕至
 连海洋生物也很稀少
 只有部分海底细菌可以存活
 正是这个原因
 这个地方成为了航天器的墳场
 自从前苏联首次在泥墨点海域
 坠落航天器残骸开始
 国际上共有200多个航天器的遗体在此长眠
 2019年的7月19日
 落叶归根的天宫2号
 也以此处作为了最终的归宿
 你可能会说
 航天器返回地球
 不过是发送几个指令而已
 哪有那么复杂
 表面上看或许如此
 但背后绝非那么简单
 最近我看了一条消息
 说是为了确保天宫2号受控再入任务的顺利实施
 飞控人员需要做很多事情
 这其中包括长周期精确轨道确定
 两脉冲联合控制
 精确控制计算
 残骸分布分析等常规工作
 还要综合考虑
 控制要求和测控资源分配等条件约束
 确保飞控计划
 注入数据和上行指令准确无误
 同时要准备十多套应急的预案
 应对各种突发的异常状况
 天宫2号的理轨控制
 实际上是分两步来完成的
 首先让它来个180度的转身
 变成推进器向前
 7月18日
 天宫2号飞到我国喀什测控站上空时
 地面会发送降轨指令
 利用发动机反推让它减速
 使它在继续绕地球飞行半圈后
 在南太平洋上空
 从此前高度约为390公里的圆形轨道
 进入近地点200公里的椭圆形轨道
 开展这一波操作
 主要是出于稳妥的考虑
 毕竟天宫2号已经有一年多的时间
 没有实施轨道控制
 虽然其健康状态一直处于监测之中
 但发动机会不会出现什么预料之外的问题
 只有试一试才知道
 分两次实施降轨
 可以及早的发现问题
 为异常情况留出更多调整的余地
 首次降轨完成后
 地面人员会迅速对任务情况
 进行精确的测量和分析
 以进一步掌握发动机的工作推力情况
 由于地球在自西向东的不断自转
 天宫2号每90分钟绕地球飞一圈回来
 飞行轨迹都会向西偏移
 两圈以后就超出了安全落虚的范围
 所以第二次降轨就会安排在7月19日
 地球自转一天后进行
 第二次降轨的控制目标
 是将轨道近地点从200公里降到70公里以内
 让天宫2号直接进入大气层
 不过航天器进入大气层后
 会迅速烧石分解
 不再受控
 少量烧石残留物将随惯性
 呈抛物线坠落
 因此这次控制
 主要在轨道高度120公里以上完成
 天宫2号进入稠密大气之后
 就不会再回来了
 天宫2号的预定落区
 是一个东西长约8000公里
 南北宽约1700公里的巨型
 听上去很广阔
 其实对于每秒钟7.8公里速度
 载入返回的航天器来说
 测控精度要求很高
 如果发生意外
 采取应急措施的时间非常有限
 这一阶段最大的安全隐患
 仍然是发动机
 如果发动机不能及时点火反推
 或者推力不够
 未能将轨道降到预定高度
 残骸落点将超出落区范围
 可能对地面造成威胁
 假如发生这种情况
 地面必须迅速计算误差
 向天宫2号注入新的控制参数
 如果主推进器失效
 只要让原本负责偏航
 和抚养的滋控发动机替补登场
 把剩下的任务完成
 无论采取哪种应急措施
 都必须在几分钟内完成
 才能确保残骸落入指定的范围
 经过测控人员的周密部署
 天宫2号空间实验室
 于北京时间2019年7月19日
 21时06分受控离轨
 并载入大气层
 少量残骸落入南太平洋预定安全海域
 好
 今天的天文随心听
 就是这些
 咱们下次再见",科技,0.999996960334565
62,宇宙之思 _免费_ 了解更多宇宙知识- 丁一一说 - 科技.txt,"欢迎您收听宇宙之丝,我是丁一,请跟我登上宇宙之丝号星际飞船,让我们一同去探索神秘的宇宙吧。
 准备发射,3,2,1。
 宇宙起源于无中生有,那么宇宙大爆炸之前到底发生了什么?
 现在的主流理论认为,我们的宇宙起源于一次大爆炸,宇宙大爆炸。
 但该理论并不完美,仍存在瑕疵。
 比如说,为何宇宙会出现各项同性,在太空中朝着每个方向,看到的基本都是一样的。宇宙空间的区率为何趋于零呢?为何宇宙空间如此的平坦?
 问题的根据就在那个瞬间爆发的致密小点——起点。
 但遗憾的是,一旦涉及到起点,现代物理学就会彻底失效,也就是说,起点是超越现代物理学的存在方式。
 既然这样,就有必要对宇宙大爆炸理论进行新的诠释,补充修正。
 20世纪70年代物理学家古斯提出了膨胀理论,让我们对宇宙大爆炸理论有了新的诠释。
 理论表明,宇宙大爆炸并不是宇宙真正的起源。
 在大爆炸之前还有故事,那就是空间的急剧膨胀,在极短的时间内,大约是10的-36次方秒,空间的大小膨胀了10的50次方倍。
 这是什么概念呢?就相当于把一粒尘埃瞬间放大到了10倍于我们的银河系的大小。
 膨胀发生之后,宇宙还会接着膨胀,但膨胀速度相比于膨胀时期明显是减缓。
 膨胀结束之后,形成了一个高度致密致热的等离姿态。
 宇宙的膨胀理论很好地解决了宇宙的区率,各项同性,还有世界问题,但还有一个最大的问题摆在了我们的面前。
 宇宙膨胀到底是如何形成的?如何发生的呢?
 简单说,所有的一切都是来自于无,也就是所谓的无中生有。
 我国古代的道德经中早就有类似的诠释,天下万物生于有,有生于无。
 具体该如何理解呢?需要力量来诠释,所谓的无并不是什么都没有,而是存在最基本的真空零点能。
 这是量子力学不确定性决定的,绝对的无是不存在的。
 假设存在这样的无,按照不确定性原理,会随机衍生出各种虚粒子对,然后瞬间泯灭,就好像虚粒子对奢借能量产生,然后瞬间淹灭,把能量还过去。
 只要产生消失的时间足够短,满足不确定性,这种情况就可以一直上演。
 虚粒子对很难被我们直接观测到,但我们有办法知道它的存在,最简单的就是通过卡西米尔效应。
 在真空中,两个靠得足够近的金属薄片会相互地吸引在一起,这就是因为金属薄片外侧虚粒子对不断衍生,然后消失。
 而薄片内侧,由于空间太小,发生量子涨落的几率远小于外侧。
 同时,真空具有急性,意味着真空是不对称的。当然,这种不对称是局部的,整体上是对称的。
 局部的不对称意味着不稳定,会发生自发的破缺,向更稳定的方向发展,所谓的积态,这个过程就会释放能量。
 巨大的能量会产生超强致力,空间膨胀就开始了。
 膨胀的持续时间非常的短,结束之后,就到了我们通常所说的宇宙大暴胀时期。
 一切都是能量的转变和操控。
 今天,物理学家们也发现了这一点,主导宇宙持续膨胀的元凶是暗能量,而暗能量被认为就是不断衍生出来的真空能量。
 看到这里,或许你应该想到了什么。
 按照暴涨理论的诠释,无中生有并不仅仅会诞生我们的宇宙,很有可能会出现无数个宇宙,这就是所谓的多重宇宙理论。
 暴涨可能会随时发生,然后很快就结束,紧接着宇宙大爆炸就上演了。
 每个宇宙,就像是一个个不断被吹大的泡泡那样,彼此之间是独立的,并没有纠缠在一起。
 那么,未来的人类能前往其他多重宇宙吗?
 这是个大问题,对于目前的人类来讲还无需考虑这种问题,单单我们的宇宙已经有太多奥秘等待人类去揭开。
 好了,以上就是本期的宇宙之私节目,我是丁一,喜欢的话点击订阅不迷路。宇宙之私,让您了解更多的宇宙知识。",科技,1.0
63,宇宙探秘- ke怜虫 - 科技.txt,"永远不要停止思考,大家好欢迎收看本期的宇宙视觉
 我们赖以生存的世界到底有多渺小,也许只有从太空回望地球才能感受到
 1946年10月24日,第二次世界大战刚刚结束不久
 一枚V2火箭从美国的白沙导弹靶场腾空而起
 摄像机在距离地面105千米的高空拍摄下地球弯曲的表面和覆盖的云层
 这一高度已经越过卡门线,是人类有史以来第一次从外太空回望地球
 1968年12月24日,阿波罗8号飞船在执行第一次载人绕越飞行任务时
 宇航员威廉·安德斯偶然看见蓝白相间的地球在一片漆黑的太空中从月亮表面缓缓升起
 惊讶不已的安德斯拍下称之为地初的这张照片,这也是人类第一次从其他星球遥望地球
 38年之后,永期号火星探测器在红色星球黎明前的黑暗中捕捉到地球的微弱光点
 连续拍下15张照片并传回5500万公里外的地球,科学家们将这些照片拼接在一起
 这是人类第一次从其他行星上眺望地球
 2013年NASA卡西尼号探测器在围绕土星飞行时,发现一个渺小的蓝点
 它和土星硕大规律的光环相比,似乎毫不起眼,但这就是地球
 当时卡西尼号距离地球足足有14亿公里
 1990年2月14日,拜访了4个泪目巨行星为我们传回无数珍贵照片的旅行者1号探测器
 忠实的旅行了任务,即将关闭摄像机,两眼一抹黑的飞向太阳系的边缘
 在远离地球64亿公里的地方,旅行者1号拍下著名的暗淡蓝点照片
 而在这张照片里,地球大小只占0.12个像素
 地球只是个普通的行星,在太阳系中,按照质量大小,地球只能排在第五位
 占太阳系总质量的0.003%
 光在一秒钟之内就能绕地球七圈半,而光从地球到月球只要1.3秒
 但在这个渺小的星球上,却有70亿人繁衍生息
 而从古至今,在地球上生存过的人类总数,更是达到了1063亿之多
 太阳系这个大家庭对地球来说简直太空旷了
 地球和太阳的平均距离是1.496亿公里,也就是一个天文单位
 太阳发出的光线到达地球只是要8分钟
 而八大行星中距离太阳最远的是海王星,有30个天文单位
 前几期我们介绍的2018VG18法罗特距离太阳约120个天文单位
 是迄今为止发现的离我们最远的太阳系天体
 再来看看太阳系所在的本星系云
 它的直径达30光年,包括大大小小的53颗恒星
 距离太阳最近的邻居是4.2光年外的班人马座阿尔法西
 接下来让我们把眼光放大到银河系
 银河系直径约10万光年,太阳系位于猎户悬壁内
 距离银河系中心2.5万光年,绕营星旋转一圈对花费2.5亿年的时间
 据估计银河系拥有3000亿颗恒星
 而目前已值的最大星系是IC1101,恒星数量达到了100万亿
 再跳出来看看银河系所在的本星系群
 仙女座星系是本星系群中最大的土豪,比银河系大一倍
 大小麦哲伦星云是距离银河系只有20万光年的矮星系
 本星系群中共有大小星系50颗左右,占据了直径1000万光年的巨大空间
 100个类似的星系团共同组成了仕女座超星系团
 它覆盖的区域直径有1.1亿光年,包含2000多个星系
 60多个超星系团一起构成了双鱼金鱼座超星系团复合体
 它是目前宇宙已知的最大结构,覆盖范围高达13.7亿光年
 星系的数量耗如烟海,我们只能观测到35000个
 而可观测的宇宙直径是930亿光年
 据估计仅在可观测范围内,超星系团的数量就有100亿个
 类似银河系大小的星系数量是3500亿,恒星总数为300亿亿
 宇宙有多大?如果宇宙是一座数百米高的摩天大楼,那么银河系就是一类沙子
 简单的总结一下,太阳系比地球大360亿倍,本星系群比太阳系大500万倍
 市女座超星系团比本星系群大11倍,双鱼金鱼座超星系团复合体比市女座超星系团大12倍
 可观测到的宇宙比双鱼金鱼座超星系团大10倍
 和46亿年前诞生的地球,100亿年寿命的太阳,能燃烧上万亿年的红暗星相比
 人的生命或许只有一瞬,但认识到星星的永恒和人生短暂的是人,而不是星星",科技,1.0
64,安大雄 _ 焦虑心得与经历- 安大雄 - 健康.txt,"大家好,我是安大雄
 首先做个自我介绍
 我本人是一个资深的焦虑症患者
 从我高二开始发病到现在为止
 已经有十年了
 我当时是确诊为中度焦虑症
 那么我在前几年就已经痊愈了
 我想把这个痊愈的过程分享给大家
 希望能够帮助各位正在痛苦的朋友们
 说起焦虑症
 焦虑症首先要了解的是什么是焦虑
 当一个人在面对无法解决的情况
 或者是没有信心做好的事情
 害怕做不好的时候
 就会产生很强的紧张、不安、恐慌
 心跳加速、胸闷等等之类的感觉
 这就是所谓的焦虑
 焦虑本身是一种情绪
 在生活中非常常见
 焦虑症也就是焦虑情绪的加强版
 那么患者会感觉到强烈的身体和精神上的痛苦
 这个也叫做植物神经紊乱
 或者叫神经关灯症
 一旦得了焦虑症就会感觉到更加的敏感
 更容易紧张、恐慌、心烦意乱
 注意力始终无法集中
 失眠多梦,尤其是做噩梦
 睡一觉醒来就感觉没睡一觉
 一天到晚没有精神
 什么事都干不了
 这种患者他会伴随着很强的痛苦
 尤其是身体上的痛苦
 比方说心慌、心悸、胸闷、头痛、肠胃不舒服
 更严重就会引发这个惊恐发作
 惊恐发作确实特别痛苦
 就是感觉到自己不受控制
 有的人形容就是一种病临死亡的感觉
 我在得病前几年的时候
 几乎每天都有
 尤其是刚发病那一年
 几乎每天都有四五次
 反正想起来就是感觉特别的煎熬
 不过现在好了
 除了这些他还会伴随着其他的一些病例
 比方说疑病症
 然后还有就是强迫症、强迫思考
 还有就是社交恐惧
 就是更不愿意出门了、更不愿意去见人
 当然还会有抑郁
 抑郁是很常见的
 就是感觉做什么都没劲、感觉什么都不小心
 那么我们必须要了解
 到底是为什么、哪些因素让我们得了焦虑症
 焦虑症不像大家想象的就是
 一次两次的焦虑
 或者有一些事情刺激到你了
 就会发病的
 没有那么简单
 它是有一种多层次多维度的原因集中在一起
 它才会导致焦虑症的爆发
 那么他一般得焦虑症的人
 首先可能会有一定程度的自卑的心理
 就是感觉自己不如别人
 感觉做什么都不行、没有信心
 或者他的人生态度特别的悲观
 就是感觉人生没有什么意义
 他们容易敏感、容易过度的关注自我
 他一般还会缺乏亲友的关爱
 就是没有人去关心他
 也没有人认可他、没有人支持他
 就让他感觉到自己特别的孤独
 那么还有就是
 很长一段时间的紧张或者是情绪的积压
 搞了很多的情绪负债、情感垃圾在心里
 但是他又不懂得如何去释放
 那么一般这个人群他的感觉就是内向
 比较孤僻、不善于人交往
 甚至他会有一些童年的创伤和阴影
 就是一些心结堆积在心里
 然后他们往往就是不懂得如何表达情感
 然后总是习惯性的压抑自己
 伤心痛苦难受都自己想办法自己消化
 甚至不消化就是堆在心里的
 就是自己沉寂在那种痛苦里无法自拔
 那么以上这些因素就是综合起来
 或者说有其中的几个因素
 那么才会导致这个焦虑症
 那么咱们了解完成因之后
 咱们还要了解一下
 这个焦虑症从发病到痊愈
 它到底是一个怎样的过程
 第一阶段就是积累阶段
 过度的关注自我
 然后对生活和人际关系特别的敏感
 或者说特别的烦感
 更加的紧张、更加的不安、更加的容易恐慌
 这个时间大概一般是好几年
 就是这几年或者说是
 他会长期的去积累一些负能量在心里
 发病阶段是一个长期积累的爆发
 就是从量变到质变的这么一个过程
 那么他会因为一个点
 比方说一次争吵
 或者说一次精疲力竭的运动
 就因为那一个点
 瞬间感觉自己那个情绪涌出来
 一般表现就是惊恐发作
 大部分情况都是惊恐发作
 那么发病之后呢
 整个人就会变得特别痛
 就是从精神到身体各方面都痛
 以为自己得了什么病
 但是到医院一查
 其实什么病都没有
 或者说就有点心律不齐
 或者说有点很平常的病
 但是那个身体的感受
 特别就是要命的那种感觉
 但是到医院一查
 还是什么病都没有
 就很奇怪
 然后呢
 然后就进入到了下一个阶段
 就是挣扎阶段
 就是因为身体和心理的痛苦
 让这个患者就更加的紧张、更加的不安
 尤其是惊恐发作之后
 他会更加的害怕这个惊恐发作
 下一次的到来
 害怕那个到来吧
 他就越害怕
 越害怕他就越容易到来
 同时就是越挣扎吧
 越想逃避吧
 他还就是
 反而一个恶性循环
 反而会加深了他的痛苦
 在这个恶性循环之下呢
 这一段时间他会特别的挣扎
 那么当你发现这个病
 他好像所有的痛苦
 都好像是自己的一种想象
 或者是一种幻想之后呢
 你好像可以痊愈了
 可以痊愈了
 你好像能够应对他了
 那么当你的信心建立起来之后呢
 这个病就开始痊愈了
 就开始进入了康复阶段
 就是你找到了与他相处的方法
 而不是说他真的消失了
 是你开始接受他
 是你开始适应他
 然后你不再去排斥他
 因为他实际上是你自身的一部分了
 大概我到了两三年的时候呢
 开始慢慢康复
 就是症状开始逐渐减轻
 但是偶尔呢还会有
 但是这个惊恐发作已经越来越少
 痊愈之后呢
 你的这个心态变得更加的开朗
 对自己的自信心利益潜要强很多
 然后你不会不再想着总是压抑自己
 总是试着去排斥这个世界
 而是你变得更加的积极的去面对事情
 然后你的心态变得越来越好
 然后你就越来越乐观
 我呢是花了七八年的时间才走出来
 其实时间挺长的
 如果我没有正确的认识
 和没有正确的方法
 还是会一直痛苦
 因为我觉得如果有了正确的认识
 和正确的方法
 那么我觉得在几个月之内
 好转都是很痛苦
 其实焦虑症没有大家想象的那么可怕
 它真的会难受的
 就是要你的命那种感觉
 就是心理上的疾病
 就像身体上的疾病一样
 一般都是因为这个不良的习惯
 比如说不良的这个态度所导致的
 它看起来呢
 它感受起来都是很痛苦的
 但是实际上你自身对你自身的排斥
 或者说你对环境的
 会对当下环境的这个排斥呢
 转移到自身上
 就是你通过这种方式
 一种比较极端的方式
 来逃避当下的这个处境
 它更多的是一种害怕痛苦的痛
 觉得自己有病的病
 而不是说你真的就有这个病
 一般这个焦虑症的患者去医院查
 基本上都查不出来什么病
 面对它最重要的东西是什么呢
 最重要的就是你一定要有信心
 就是一定不是说战胜它的信心
 而是你相信你一定会好起来
 这是最重要的
 就是如果你有这个信心的话
 你也不会去想什么自杀
 也不会想着去总是去抗争
 去跟它排斥
 跟它对着干案挣扎或逃避
 信心一定要建立起来
 就是一定会好的
 反正不管怎么样
 不管现在怎么样
 人将来一定会好
 反正你只要这么想就行了
 时间差不多了
 那么下期节目呢
 我再把我这几年
 比较实用的几个方法交给大家
 希望能够帮助各位朋友
 尽快好起来
 总之一切都会好起来的
 我们再见",健康,1.0
65,宝宝巴士·国学儿歌 _ 唐诗三百首 _ 每天一首吟唱启蒙- 宝宝巴士 - 人文.txt,"宝宝巴士,国学启蒙
 唐朝有个诗人叫白居易
 有一年的四月跑到庐山去
 山下的春色早已无踪迹
 没想到山上桃花开得美丽
 诗人经常赶凯春去南巡觅
 没想到反而山中把春相遇
 本来过得春风得意
 却因得罪权贵遭受排挤
 不禁赶凯官场的不义
 时钟传达出了淡淡的意境
 眼见四月芳菲金
 山似桃花是盛开
 长恨春归无弥处
 不知转入此中来
 大灵似桃花
 唐白居易
 人间四月芳菲金
 山似桃花是盛开
 长恨春归无弥处
 不知转入此中来
 人间四月芳菲金
 山似桃花是盛开
 长恨春归无弥处
 不知转入此中来
 人间四月芳菲金
 山似桃花是盛开
 长恨春归无弥处
 不知转入此中来
 人间四月芳菲金
 山似桃花是盛开
 长恨春归无弥处
 不知转入此中来
 人间四月芳菲金
 山似桃花是盛开
 长恨春归无弥处
 不知转入此中来
 优优独播剧场——YoYo Television Series Exclusive",人文,1.0
